bubble,10,3.375e-06
bubble,10,3.125e-06
bubble,10,3.166e-06
bubble,10,3.084e-06
bubble,10,2.958e-06
bubble,10,2.958e-06
bubble,10,2.959e-06
bubble,10,2.959e-06
bubble,10,2.959e-06
bubble,10,3e-06
bubble,10,2.958e-06
bubble,10,2.958e-06
bubble,10,2.958e-06
bubble,10,2.958e-06
bubble,10,2.916e-06
bubble,10,2.958e-06
bubble,10,3e-06
bubble,10,3e-06
bubble,10,2.958e-06
bubble,10,2.958e-06
bubble,10,2.958e-06
bubble,10,2.959e-06
bubble,10,3e-06
bubble,10,2.917e-06
bubble,10,2.916e-06
bubble,10,2.917e-06
bubble,10,3.084e-06
bubble,10,3.083e-06
bubble,10,3.083e-06
bubble,10,3.25e-06
bubble,10,3.042e-06
bubble,10,3e-06
bubble,10,3.292e-06
bubble,10,3.208e-06
bubble,10,3.167e-06
bubble,10,3.083e-06
bubble,10,3.083e-06
bubble,10,2.916e-06
bubble,10,2.959e-06
bubble,10,2.916e-06
bubble,10,2.959e-06
bubble,10,3.125e-06
bubble,10,3e-06
bubble,10,2.917e-06
bubble,10,3.083e-06
bubble,10,3.083e-06
bubble,10,3.208e-06
bubble,10,2.958e-06
bubble,10,2.917e-06
bubble,10,2.958e-06
insertion,10,2.083e-06
insertion,10,2.042e-06
insertion,10,2.042e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2.041e-06
insertion,10,2.041e-06
insertion,10,2.041e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2.042e-06
insertion,10,2.041e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2.041e-06
insertion,10,2e-06
insertion,10,2e-06
insertion,10,2.042e-06
insertion,10,2e-06
insertion,10,1.958e-06
insertion,10,2.042e-06
selection,10,2.042e-06
selection,10,1.958e-06
selection,10,1.916e-06
selection,10,1.667e-06
selection,10,1.667e-06
selection,10,1.583e-06
selection,10,1.583e-06
selection,10,1.541e-06
selection,10,1.542e-06
selection,10,1.583e-06
selection,10,1.5e-06
selection,10,1.542e-06
selection,10,1.625e-06
selection,10,1.542e-06
selection,10,1.542e-06
selection,10,1.542e-06
selection,10,1.542e-06
selection,10,1.5e-06
selection,10,1.541e-06
selection,10,1.542e-06
selection,10,1.541e-06
selection,10,1.542e-06
selection,10,1.542e-06
selection,10,1.5e-06
selection,10,1.583e-06
selection,10,1.541e-06
selection,10,1.583e-06
selection,10,1.542e-06
selection,10,1.584e-06
selection,10,1.5e-06
selection,10,1.583e-06
selection,10,1.542e-06
selection,10,1.541e-06
selection,10,1.5e-06
selection,10,1.541e-06
selection,10,1.542e-06
selection,10,1.5e-06
selection,10,1.542e-06
selection,10,1.541e-06
selection,10,1.5e-06
selection,10,1.542e-06
selection,10,1.542e-06
selection,10,1.542e-06
selection,10,1.458e-06
selection,10,1.5e-06
selection,10,1.5e-06
selection,10,1.5e-06
selection,10,1.542e-06
selection,10,1.583e-06
selection,10,1.542e-06
quick,10,4.7e-05
quick,10,4.5792e-05
quick,10,4.6041e-05
quick,10,4.5333e-05
quick,10,4.5417e-05
quick,10,4.5041e-05
quick,10,4.45e-05
quick,10,4.5541e-05
quick,10,4.4917e-05
quick,10,4.5542e-05
quick,10,4.5417e-05
quick,10,8.2833e-05
quick,10,4.5584e-05
quick,10,4.4583e-05
quick,10,4.4125e-05
quick,10,4.5084e-05
quick,10,4.4417e-05
quick,10,4.4459e-05
quick,10,4.4208e-05
quick,10,4.4208e-05
quick,10,4.4208e-05
quick,10,4.4416e-05
quick,10,4.4542e-05
quick,10,4.5042e-05
quick,10,4.4167e-05
quick,10,7.2e-05
quick,10,4.4291e-05
quick,10,4.5e-05
quick,10,4.4584e-05
quick,10,4.5125e-05
quick,10,4.4959e-05
quick,10,4.4417e-05
quick,10,4.3875e-05
quick,10,4.5292e-05
quick,10,4.4792e-05
quick,10,4.5416e-05
quick,10,4.5167e-05
quick,10,4.475e-05
quick,10,4.4917e-05
quick,10,4.7292e-05
quick,10,4.4458e-05
quick,10,4.5917e-05
quick,10,4.4708e-05
quick,10,4.4375e-05
quick,10,4.5292e-05
quick,10,4.4667e-05
quick,10,4.4291e-05
quick,10,4.45e-05
quick,10,4.5125e-05
quick,10,4.5375e-05
bubble,100,0.000181666
bubble,100,0.000181375
bubble,100,0.000181417
bubble,100,0.000181125
bubble,100,0.000181416
bubble,100,0.000181125
bubble,100,0.000181292
bubble,100,0.000181209
bubble,100,0.000181291
bubble,100,0.000181292
bubble,100,0.000181334
bubble,100,0.000181167
bubble,100,0.00018125
bubble,100,0.000181167
bubble,100,0.000182458
bubble,100,0.000181292
bubble,100,0.000181167
bubble,100,0.000184
bubble,100,0.000181083
bubble,100,0.000181208
bubble,100,0.000181125
bubble,100,0.00018125
bubble,100,0.000181083
bubble,100,0.000171917
bubble,100,0.000160333
bubble,100,0.000160291
bubble,100,0.000160292
bubble,100,0.000160333
bubble,100,0.000160375
bubble,100,0.000160333
bubble,100,0.000160291
bubble,100,0.00016025
bubble,100,0.000160292
bubble,100,0.000160291
bubble,100,0.000160459
bubble,100,0.000160292
bubble,100,0.00016025
bubble,100,0.000160375
bubble,100,0.00016025
bubble,100,0.00016025
bubble,100,0.000173166
bubble,100,0.00016025
bubble,100,0.00016025
bubble,100,0.00016025
bubble,100,0.000160209
bubble,100,0.000160291
bubble,100,0.0001605
bubble,100,0.000160416
bubble,100,0.00016875
bubble,100,0.000160292
insertion,100,0.00010925
insertion,100,9.8e-05
insertion,100,9.8041e-05
insertion,100,9.7958e-05
insertion,100,9.8042e-05
insertion,100,9.8e-05
insertion,100,9.7916e-05
insertion,100,9.7916e-05
insertion,100,9.8e-05
insertion,100,9.7958e-05
insertion,100,9.8041e-05
insertion,100,9.8e-05
insertion,100,9.7959e-05
insertion,100,9.8041e-05
insertion,100,9.7958e-05
insertion,100,9.8042e-05
insertion,100,9.7958e-05
insertion,100,9.7958e-05
insertion,100,9.8e-05
insertion,100,0.000100667
insertion,100,9.7958e-05
insertion,100,9.7917e-05
insertion,100,9.7916e-05
insertion,100,9.8e-05
insertion,100,9.7875e-05
insertion,100,9.8e-05
insertion,100,9.7958e-05
insertion,100,9.8e-05
insertion,100,9.8e-05
insertion,100,9.8e-05
insertion,100,9.7958e-05
insertion,100,9.7959e-05
insertion,100,9.8e-05
insertion,100,9.7958e-05
insertion,100,9.8e-05
insertion,100,9.7958e-05
insertion,100,9.7917e-05
insertion,100,9.8e-05
insertion,100,9.8084e-05
insertion,100,0.000100709
insertion,100,9.8041e-05
insertion,100,9.7916e-05
insertion,100,9.8e-05
insertion,100,9.7958e-05
insertion,100,9.7959e-05
insertion,100,0.000113584
insertion,100,0.000107708
insertion,100,9.8e-05
insertion,100,9.8042e-05
insertion,100,9.7959e-05
selection,100,4.1958e-05
selection,100,4.1625e-05
selection,100,4.1708e-05
selection,100,4.1583e-05
selection,100,4.1625e-05
selection,100,4.1583e-05
selection,100,4.1583e-05
selection,100,4.15e-05
selection,100,4.1542e-05
selection,100,4.15e-05
selection,100,4.1584e-05
selection,100,4.1584e-05
selection,100,4.1542e-05
selection,100,4.1625e-05
selection,100,4.1542e-05
selection,100,4.15e-05
selection,100,4.1583e-05
selection,100,4.15e-05
selection,100,4.1542e-05
selection,100,4.1625e-05
selection,100,4.15e-05
selection,100,4.1542e-05
selection,100,4.15e-05
selection,100,4.15e-05
selection,100,4.1583e-05
selection,100,4.1542e-05
selection,100,4.1542e-05
selection,100,4.1583e-05
selection,100,4.15e-05
selection,100,4.1666e-05
selection,100,4.1708e-05
selection,100,4.1542e-05
selection,100,4.1583e-05
selection,100,4.1625e-05
selection,100,4.1584e-05
selection,100,4.1625e-05
selection,100,4.1667e-05
selection,100,4.1667e-05
selection,100,4.1541e-05
selection,100,4.1583e-05
selection,100,4.1542e-05
selection,100,4.1541e-05
selection,100,4.1583e-05
selection,100,4.1583e-05
selection,100,4.1584e-05
selection,100,4.1541e-05
selection,100,4.1542e-05
selection,100,4.1583e-05
selection,100,4.1625e-05
selection,100,4.1583e-05
quick,100,0.000608333
quick,100,0.000597042
quick,100,0.00059475
quick,100,0.000592625
quick,100,0.000597583
quick,100,0.000601
quick,100,0.000594083
quick,100,0.000587042
quick,100,0.000570458
